,Player-Season,Season,Assists
3126,Tyrese Haliburton (2023-24),2023-24,11
3100,Tyrese Haliburton (2023-24),2023-24,20
3107,Tyrese Haliburton (2023-24),2023-24,7
3106,Tyrese Haliburton (2023-24),2023-24,11
3105,Tyrese Haliburton (2023-24),2023-24,11
3104,Tyrese Haliburton (2023-24),2023-24,13
3103,Tyrese Haliburton (2023-24),2023-24,14
3101,Tyrese Haliburton (2023-24),2023-24,10
3099,Tyrese Haliburton (2023-24),2023-24,23
3109,Tyrese Haliburton (2023-24),2023-24,15
3098,Tyrese Haliburton (2023-24),2023-24,11
3097,Tyrese Haliburton (2023-24),2023-24,12
3096,Tyrese Haliburton (2023-24),2023-24,18
3095,Tyrese Haliburton (2023-24),2023-24,7
3094,Tyrese Haliburton (2023-24),2023-24,6
3093,Tyrese Haliburton (2023-24),2023-24,17
3108,Tyrese Haliburton (2023-24),2023-24,16
3102,Tyrese Haliburton (2023-24),2023-24,15
3110,Tyrese Haliburton (2023-24),2023-24,13
3118,Tyrese Haliburton (2023-24),2023-24,17
3111,Tyrese Haliburton (2023-24),2023-24,10
3124,Tyrese Haliburton (2023-24),2023-24,13
3123,Tyrese Haliburton (2023-24),2023-24,13
3122,Tyrese Haliburton (2023-24),2023-24,12
3121,Tyrese Haliburton (2023-24),2023-24,8
3120,Tyrese Haliburton (2023-24),2023-24,13
3119,Tyrese Haliburton (2023-24),2023-24,10
3125,Tyrese Haliburton (2023-24),2023-24,13
3117,Tyrese Haliburton (2023-24),2023-24,15
3116,Tyrese Haliburton (2023-24),2023-24,3
3115,Tyrese Haliburton (2023-24),2023-24,16
3114,Tyrese Haliburton (2023-24),2023-24,16
3113,Tyrese Haliburton (2023-24),2023-24,10
3112,Tyrese Haliburton (2023-24),2023-24,9
3046,Trae Young (2022-23),2022-23,6
3039,Trae Young (2022-23),2022-23,8
3040,Trae Young (2022-23),2022-23,9
3041,Trae Young (2022-23),2022-23,11
3042,Trae Young (2022-23),2022-23,14
3043,Trae Young (2022-23),2022-23,17
3044,Trae Young (2022-23),2022-23,12
3045,Trae Young (2022-23),2022-23,16
3049,Trae Young (2022-23),2022-23,11
3047,Trae Young (2022-23),2022-23,12
3048,Trae Young (2022-23),2022-23,10
3037,Trae Young (2022-23),2022-23,11
3050,Trae Young (2022-23),2022-23,13
3051,Trae Young (2022-23),2022-23,12
3052,Trae Young (2022-23),2022-23,6
3053,Trae Young (2022-23),2022-23,12
3038,Trae Young (2022-23),2022-23,7
3020,Trae Young (2022-23),2022-23,20
3036,Trae Young (2022-23),2022-23,10
3035,Trae Young (2022-23),2022-23,7
3056,Trae Young (2022-23),2022-23,11
3021,Trae Young (2022-23),2022-23,16
3022,Trae Young (2022-23),2022-23,12
3023,Trae Young (2022-23),2022-23,6
3024,Trae Young (2022-23),2022-23,10
3025,Trae Young (2022-23),2022-23,10
3026,Trae Young (2022-23),2022-23,5
3027,Trae Young (2022-23),2022-23,8
3028,Trae Young (2022-23),2022-23,12
3029,Trae Young (2022-23),2022-23,6
3030,Trae Young (2022-23),2022-23,12
3031,Trae Young (2022-23),2022-23,7
3032,Trae Young (2022-23),2022-23,13
3033,Trae Young (2022-23),2022-23,9
3034,Trae Young (2022-23),2022-23,10
3054,Trae Young (2022-23),2022-23,8
3055,Trae Young (2022-23),2022-23,9
3057,Trae Young (2022-23),2022-23,8
3075,Trae Young (2022-23),2022-23,5
3077,Trae Young (2022-23),2022-23,10
3078,Trae Young (2022-23),2022-23,12
3079,Trae Young (2022-23),2022-23,9
3080,Trae Young (2022-23),2022-23,9
3081,Trae Young (2022-23),2022-23,11
3082,Trae Young (2022-23),2022-23,7
3084,Trae Young (2022-23),2022-23,10
3085,Trae Young (2022-23),2022-23,7
3086,Trae Young (2022-23),2022-23,10
3087,Trae Young (2022-23),2022-23,5
3088,Trae Young (2022-23),2022-23,12
3089,Trae Young (2022-23),2022-23,6
3090,Trae Young (2022-23),2022-23,9
3091,Trae Young (2022-23),2022-23,13
3092,Trae Young (2022-23),2022-23,13
3076,Trae Young (2022-23),2022-23,7
3083,Trae Young (2022-23),2022-23,9
3074,Trae Young (2022-23),2022-23,14
3065,Trae Young (2022-23),2022-23,13
3073,Trae Young (2022-23),2022-23,10
3059,Trae Young (2022-23),2022-23,6
3060,Trae Young (2022-23),2022-23,14
3061,Trae Young (2022-23),2022-23,8
3062,Trae Young (2022-23),2022-23,10
3063,Trae Young (2022-23),2022-23,13
3064,Trae Young (2022-23),2022-23,6
3058,Trae Young (2022-23),2022-23,9
3066,Trae Young (2022-23),2022-23,9
3067,Trae Young (2022-23),2022-23,16
3068,Trae Young (2022-23),2022-23,14
3069,Trae Young (2022-23),2022-23,9
3070,Trae Young (2022-23),2022-23,6
3071,Trae Young (2022-23),2022-23,10
3072,Trae Young (2022-23),2022-23,14
2972,Trae Young (2021-22),2021-22,11
2965,Trae Young (2021-22),2021-22,11
2966,Trae Young (2021-22),2021-22,10
2967,Trae Young (2021-22),2021-22,6
2968,Trae Young (2021-22),2021-22,9
2969,Trae Young (2021-22),2021-22,10
2970,Trae Young (2021-22),2021-22,11
2971,Trae Young (2021-22),2021-22,11
2976,Trae Young (2021-22),2021-22,5
2973,Trae Young (2021-22),2021-22,13
2974,Trae Young (2021-22),2021-22,5
2975,Trae Young (2021-22),2021-22,12
2963,Trae Young (2021-22),2021-22,13
2977,Trae Young (2021-22),2021-22,10
2978,Trae Young (2021-22),2021-22,4
2979,Trae Young (2021-22),2021-22,7
2980,Trae Young (2021-22),2021-22,14
2964,Trae Young (2021-22),2021-22,6
2944,Trae Young (2021-22),2021-22,11
2962,Trae Young (2021-22),2021-22,8
2951,Trae Young (2021-22),2021-22,16
2982,Trae Young (2021-22),2021-22,5
2945,Trae Young (2021-22),2021-22,8
2946,Trae Young (2021-22),2021-22,11
2947,Trae Young (2021-22),2021-22,15
2948,Trae Young (2021-22),2021-22,10
2949,Trae Young (2021-22),2021-22,9
2950,Trae Young (2021-22),2021-22,8
2953,Trae Young (2021-22),2021-22,9
2961,Trae Young (2021-22),2021-22,12
2954,Trae Young (2021-22),2021-22,8
2955,Trae Young (2021-22),2021-22,10
2956,Trae Young (2021-22),2021-22,15
2957,Trae Young (2021-22),2021-22,12
2958,Trae Young (2021-22),2021-22,5
2959,Trae Young (2021-22),2021-22,11
2960,Trae Young (2021-22),2021-22,11
2981,Trae Young (2021-22),2021-22,11
2952,Trae Young (2021-22),2021-22,15
2983,Trae Young (2021-22),2021-22,9
3011,Trae Young (2021-22),2021-22,7
3004,Trae Young (2021-22),2021-22,11
3005,Trae Young (2021-22),2021-22,6
3006,Trae Young (2021-22),2021-22,10
3007,Trae Young (2021-22),2021-22,9
3008,Trae Young (2021-22),2021-22,6
3009,Trae Young (2021-22),2021-22,9
3010,Trae Young (2021-22),2021-22,13
2984,Trae Young (2021-22),2021-22,5
3002,Trae Young (2021-22),2021-22,6
3012,Trae Young (2021-22),2021-22,10
3013,Trae Young (2021-22),2021-22,6
3014,Trae Young (2021-22),2021-22,10
3015,Trae Young (2021-22),2021-22,13
3017,Trae Young (2021-22),2021-22,9
3018,Trae Young (2021-22),2021-22,7
3019,Trae Young (2021-22),2021-22,14
3003,Trae Young (2021-22),2021-22,9
3016,Trae Young (2021-22),2021-22,7
3001,Trae Young (2021-22),2021-22,11
2992,Trae Young (2021-22),2021-22,4
3000,Trae Young (2021-22),2021-22,10
2985,Trae Young (2021-22),2021-22,7
2987,Trae Young (2021-22),2021-22,14
2988,Trae Young (2021-22),2021-22,11
2989,Trae Young (2021-22),2021-22,11
2990,Trae Young (2021-22),2021-22,9
2991,Trae Young (2021-22),2021-22,10
2986,Trae Young (2021-22),2021-22,14
2993,Trae Young (2021-22),2021-22,9
2999,Trae Young (2021-22),2021-22,7
2995,Trae Young (2021-22),2021-22,11
2996,Trae Young (2021-22),2021-22,15
2997,Trae Young (2021-22),2021-22,10
2998,Trae Young (2021-22),2021-22,10
2994,Trae Young (2021-22),2021-22,10
2897,Russell Westbrook (2020-21),2020-21,11
2898,Russell Westbrook (2020-21),2020-21,14
2899,Russell Westbrook (2020-21),2020-21,14
2900,Russell Westbrook (2020-21),2020-21,14
2901,Russell Westbrook (2020-21),2020-21,15
2902,Russell Westbrook (2020-21),2020-21,11
2905,Russell Westbrook (2020-21),2020-21,14
2903,Russell Westbrook (2020-21),2020-21,5
2904,Russell Westbrook (2020-21),2020-21,12
2906,Russell Westbrook (2020-21),2020-21,21
2907,Russell Westbrook (2020-21),2020-21,10
2908,Russell Westbrook (2020-21),2020-21,9
2895,Russell Westbrook (2020-21),2020-21,11
2909,Russell Westbrook (2020-21),2020-21,12
2896,Russell Westbrook (2020-21),2020-21,9
2886,Russell Westbrook (2020-21),2020-21,24
2894,Russell Westbrook (2020-21),2020-21,17
2893,Russell Westbrook (2020-21),2020-21,10
2892,Russell Westbrook (2020-21),2020-21,11
2891,Russell Westbrook (2020-21),2020-21,11
2890,Russell Westbrook (2020-21),2020-21,14
2889,Russell Westbrook (2020-21),2020-21,14
2888,Russell Westbrook (2020-21),2020-21,11
2887,Russell Westbrook (2020-21),2020-21,9
2885,Russell Westbrook (2020-21),2020-21,17
2884,Russell Westbrook (2020-21),2020-21,17
2883,Russell Westbrook (2020-21),2020-21,15
2882,Russell Westbrook (2020-21),2020-21,21
2881,Russell Westbrook (2020-21),2020-21,15
2880,Russell Westbrook (2020-21),2020-21,17
2911,Russell Westbrook (2020-21),2020-21,13
2910,Russell Westbrook (2020-21),2020-21,13
2879,Russell Westbrook (2020-21),2020-21,10
2912,Russell Westbrook (2020-21),2020-21,10
2929,Russell Westbrook (2020-21),2020-21,7
2943,Russell Westbrook (2020-21),2020-21,15
2942,Russell Westbrook (2020-21),2020-21,12
2941,Russell Westbrook (2020-21),2020-21,11
2940,Russell Westbrook (2020-21),2020-21,11
2939,Russell Westbrook (2020-21),2020-21,10
2938,Russell Westbrook (2020-21),2020-21,12
2937,Russell Westbrook (2020-21),2020-21,8
2936,Russell Westbrook (2020-21),2020-21,6
2935,Russell Westbrook (2020-21),2020-21,7
2934,Russell Westbrook (2020-21),2020-21,4
2933,Russell Westbrook (2020-21),2020-21,8
2932,Russell Westbrook (2020-21),2020-21,10
2931,Russell Westbrook (2020-21),2020-21,3
2930,Russell Westbrook (2020-21),2020-21,9
2913,Russell Westbrook (2020-21),2020-21,17
2928,Russell Westbrook (2020-21),2020-21,10
2920,Russell Westbrook (2020-21),2020-21,12
2927,Russell Westbrook (2020-21),2020-21,11
2914,Russell Westbrook (2020-21),2020-21,12
2915,Russell Westbrook (2020-21),2020-21,8
2916,Russell Westbrook (2020-21),2020-21,10
2918,Russell Westbrook (2020-21),2020-21,15
2919,Russell Westbrook (2020-21),2020-21,4
2917,Russell Westbrook (2020-21),2020-21,11
2921,Russell Westbrook (2020-21),2020-21,10
2922,Russell Westbrook (2020-21),2020-21,10
2923,Russell Westbrook (2020-21),2020-21,9
2924,Russell Westbrook (2020-21),2020-21,13
2925,Russell Westbrook (2020-21),2020-21,12
2926,Russell Westbrook (2020-21),2020-21,15
2836,LeBron James (2019-20),2019-20,10
2830,LeBron James (2019-20),2019-20,11
2831,LeBron James (2019-20),2019-20,15
2832,LeBron James (2019-20),2019-20,9
2833,LeBron James (2019-20),2019-20,11
2834,LeBron James (2019-20),2019-20,10
2835,LeBron James (2019-20),2019-20,8
2843,LeBron James (2019-20),2019-20,5
2837,LeBron James (2019-20),2019-20,5
2838,LeBron James (2019-20),2019-20,13
2839,LeBron James (2019-20),2019-20,12
2840,LeBron James (2019-20),2019-20,19
2841,LeBron James (2019-20),2019-20,8
2842,LeBron James (2019-20),2019-20,7
2828,LeBron James (2019-20),2019-20,14
2829,LeBron James (2019-20),2019-20,9
2821,LeBron James (2019-20),2019-20,8
2827,LeBron James (2019-20),2019-20,7
2826,LeBron James (2019-20),2019-20,9
2825,LeBron James (2019-20),2019-20,6
2824,LeBron James (2019-20),2019-20,10
2823,LeBron James (2019-20),2019-20,13
2822,LeBron James (2019-20),2019-20,14
2820,LeBron James (2019-20),2019-20,9
2819,LeBron James (2019-20),2019-20,9
2818,LeBron James (2019-20),2019-20,7
2817,LeBron James (2019-20),2019-20,5
2816,LeBron James (2019-20),2019-20,9
2815,LeBron James (2019-20),2019-20,4
2814,LeBron James (2019-20),2019-20,7
2813,LeBron James (2019-20),2019-20,12
2845,LeBron James (2019-20),2019-20,15
2812,LeBron James (2019-20),2019-20,4
2844,LeBron James (2019-20),2019-20,11
2846,LeBron James (2019-20),2019-20,12
2872,LeBron James (2019-20),2019-20,11
2865,LeBron James (2019-20),2019-20,10
2866,LeBron James (2019-20),2019-20,12
2867,LeBron James (2019-20),2019-20,11
2868,LeBron James (2019-20),2019-20,12
2869,LeBron James (2019-20),2019-20,11
2870,LeBron James (2019-20),2019-20,15
2873,LeBron James (2019-20),2019-20,13
2863,LeBron James (2019-20),2019-20,4
2874,LeBron James (2019-20),2019-20,16
2875,LeBron James (2019-20),2019-20,8
2876,LeBron James (2019-20),2019-20,12
2877,LeBron James (2019-20),2019-20,10
2878,LeBron James (2019-20),2019-20,8
2847,LeBron James (2019-20),2019-20,13
2864,LeBron James (2019-20),2019-20,14
2871,LeBron James (2019-20),2019-20,6
2862,LeBron James (2019-20),2019-20,14
2854,LeBron James (2019-20),2019-20,10
2861,LeBron James (2019-20),2019-20,11
2849,LeBron James (2019-20),2019-20,10
2850,LeBron James (2019-20),2019-20,11
2851,LeBron James (2019-20),2019-20,9
2852,LeBron James (2019-20),2019-20,7
2853,LeBron James (2019-20),2019-20,12
2848,LeBron James (2019-20),2019-20,16
2855,LeBron James (2019-20),2019-20,13
2856,LeBron James (2019-20),2019-20,8
2857,LeBron James (2019-20),2019-20,12
2858,LeBron James (2019-20),2019-20,9
2859,LeBron James (2019-20),2019-20,8
2860,LeBron James (2019-20),2019-20,11
2766,Russell Westbrook (2018-19),2018-19,15
2759,Russell Westbrook (2018-19),2018-19,11
2760,Russell Westbrook (2018-19),2018-19,9
2761,Russell Westbrook (2018-19),2018-19,4
2762,Russell Westbrook (2018-19),2018-19,8
2763,Russell Westbrook (2018-19),2018-19,11
2764,Russell Westbrook (2018-19),2018-19,11
2765,Russell Westbrook (2018-19),2018-19,11
2769,Russell Westbrook (2018-19),2018-19,14
2767,Russell Westbrook (2018-19),2018-19,16
2768,Russell Westbrook (2018-19),2018-19,16
2757,Russell Westbrook (2018-19),2018-19,5
2770,Russell Westbrook (2018-19),2018-19,14
2771,Russell Westbrook (2018-19),2018-19,11
2772,Russell Westbrook (2018-19),2018-19,16
2773,Russell Westbrook (2018-19),2018-19,14
2758,Russell Westbrook (2018-19),2018-19,8
2739,Russell Westbrook (2018-19),2018-19,17
2756,Russell Westbrook (2018-19),2018-19,6
2754,Russell Westbrook (2018-19),2018-19,7
2775,Russell Westbrook (2018-19),2018-19,6
2740,Russell Westbrook (2018-19),2018-19,10
2741,Russell Westbrook (2018-19),2018-19,15
2742,Russell Westbrook (2018-19),2018-19,15
2743,Russell Westbrook (2018-19),2018-19,21
2744,Russell Westbrook (2018-19),2018-19,11
2745,Russell Westbrook (2018-19),2018-19,9
2746,Russell Westbrook (2018-19),2018-19,12
2747,Russell Westbrook (2018-19),2018-19,7
2748,Russell Westbrook (2018-19),2018-19,13
2749,Russell Westbrook (2018-19),2018-19,6
2750,Russell Westbrook (2018-19),2018-19,9
2751,Russell Westbrook (2018-19),2018-19,11
2752,Russell Westbrook (2018-19),2018-19,11
2753,Russell Westbrook (2018-19),2018-19,8
2774,Russell Westbrook (2018-19),2018-19,9
2755,Russell Westbrook (2018-19),2018-19,3
2776,Russell Westbrook (2018-19),2018-19,13
2795,Russell Westbrook (2018-19),2018-19,10
2796,Russell Westbrook (2018-19),2018-19,13
2797,Russell Westbrook (2018-19),2018-19,17
2798,Russell Westbrook (2018-19),2018-19,6
2799,Russell Westbrook (2018-19),2018-19,10
2800,Russell Westbrook (2018-19),2018-19,15
2801,Russell Westbrook (2018-19),2018-19,12
2803,Russell Westbrook (2018-19),2018-19,13
2804,Russell Westbrook (2018-19),2018-19,7
2805,Russell Westbrook (2018-19),2018-19,9
2806,Russell Westbrook (2018-19),2018-19,12
2807,Russell Westbrook (2018-19),2018-19,10
2808,Russell Westbrook (2018-19),2018-19,8
2809,Russell Westbrook (2018-19),2018-19,7
2810,Russell Westbrook (2018-19),2018-19,8
2811,Russell Westbrook (2018-19),2018-19,8
2777,Russell Westbrook (2018-19),2018-19,11
2802,Russell Westbrook (2018-19),2018-19,8
2794,Russell Westbrook (2018-19),2018-19,7
2785,Russell Westbrook (2018-19),2018-19,8
2793,Russell Westbrook (2018-19),2018-19,8
2778,Russell Westbrook (2018-19),2018-19,7
2779,Russell Westbrook (2018-19),2018-19,24
2780,Russell Westbrook (2018-19),2018-19,16
2781,Russell Westbrook (2018-19),2018-19,13
2783,Russell Westbrook (2018-19),2018-19,10
2784,Russell Westbrook (2018-19),2018-19,11
2782,Russell Westbrook (2018-19),2018-19,7
2786,Russell Westbrook (2018-19),2018-19,8
2787,Russell Westbrook (2018-19),2018-19,9
2788,Russell Westbrook (2018-19),2018-19,10
2789,Russell Westbrook (2018-19),2018-19,9
2790,Russell Westbrook (2018-19),2018-19,17
2791,Russell Westbrook (2018-19),2018-19,11
2792,Russell Westbrook (2018-19),2018-19,12
2680,Russell Westbrook (2017-18),2017-18,7
2688,Russell Westbrook (2017-18),2017-18,10
2681,Russell Westbrook (2017-18),2017-18,11
2682,Russell Westbrook (2017-18),2017-18,15
2683,Russell Westbrook (2017-18),2017-18,12
2684,Russell Westbrook (2017-18),2017-18,9
2685,Russell Westbrook (2017-18),2017-18,9
2686,Russell Westbrook (2017-18),2017-18,14
2687,Russell Westbrook (2017-18),2017-18,21
2696,Russell Westbrook (2017-18),2017-18,7
2689,Russell Westbrook (2017-18),2017-18,14
2690,Russell Westbrook (2017-18),2017-18,13
2691,Russell Westbrook (2017-18),2017-18,6
2692,Russell Westbrook (2017-18),2017-18,6
2693,Russell Westbrook (2017-18),2017-18,20
2694,Russell Westbrook (2017-18),2017-18,7
2695,Russell Westbrook (2017-18),2017-18,9
2678,Russell Westbrook (2017-18),2017-18,7
2679,Russell Westbrook (2017-18),2017-18,11
2660,Russell Westbrook (2017-18),2017-18,13
2677,Russell Westbrook (2017-18),2017-18,8
2676,Russell Westbrook (2017-18),2017-18,6
2659,Russell Westbrook (2017-18),2017-18,19
2699,Russell Westbrook (2017-18),2017-18,11
2661,Russell Westbrook (2017-18),2017-18,10
2662,Russell Westbrook (2017-18),2017-18,6
2663,Russell Westbrook (2017-18),2017-18,13
2664,Russell Westbrook (2017-18),2017-18,13
2665,Russell Westbrook (2017-18),2017-18,5
2666,Russell Westbrook (2017-18),2017-18,9
2667,Russell Westbrook (2017-18),2017-18,8
2668,Russell Westbrook (2017-18),2017-18,7
2669,Russell Westbrook (2017-18),2017-18,14
2670,Russell Westbrook (2017-18),2017-18,11
2671,Russell Westbrook (2017-18),2017-18,12
2672,Russell Westbrook (2017-18),2017-18,11
2673,Russell Westbrook (2017-18),2017-18,10
2674,Russell Westbrook (2017-18),2017-18,9
2675,Russell Westbrook (2017-18),2017-18,7
2698,Russell Westbrook (2017-18),2017-18,12
2697,Russell Westbrook (2017-18),2017-18,5
2700,Russell Westbrook (2017-18),2017-18,11
2719,Russell Westbrook (2017-18),2017-18,5
2721,Russell Westbrook (2017-18),2017-18,11
2722,Russell Westbrook (2017-18),2017-18,9
2723,Russell Westbrook (2017-18),2017-18,12
2724,Russell Westbrook (2017-18),2017-18,9
2725,Russell Westbrook (2017-18),2017-18,7
2726,Russell Westbrook (2017-18),2017-18,5
2727,Russell Westbrook (2017-18),2017-18,8
2728,Russell Westbrook (2017-18),2017-18,5
2729,Russell Westbrook (2017-18),2017-18,6
2730,Russell Westbrook (2017-18),2017-18,9
2731,Russell Westbrook (2017-18),2017-18,11
2732,Russell Westbrook (2017-18),2017-18,10
2733,Russell Westbrook (2017-18),2017-18,13
2734,Russell Westbrook (2017-18),2017-18,9
2735,Russell Westbrook (2017-18),2017-18,16
2736,Russell Westbrook (2017-18),2017-18,10
2737,Russell Westbrook (2017-18),2017-18,9
2720,Russell Westbrook (2017-18),2017-18,9
2738,Russell Westbrook (2017-18),2017-18,16
2718,Russell Westbrook (2017-18),2017-18,14
2708,Russell Westbrook (2017-18),2017-18,7
2717,Russell Westbrook (2017-18),2017-18,10
2701,Russell Westbrook (2017-18),2017-18,12
2702,Russell Westbrook (2017-18),2017-18,11
2703,Russell Westbrook (2017-18),2017-18,9
2704,Russell Westbrook (2017-18),2017-18,13
2706,Russell Westbrook (2017-18),2017-18,10
2707,Russell Westbrook (2017-18),2017-18,15
2705,Russell Westbrook (2017-18),2017-18,11
2709,Russell Westbrook (2017-18),2017-18,6
2710,Russell Westbrook (2017-18),2017-18,7
2711,Russell Westbrook (2017-18),2017-18,15
2712,Russell Westbrook (2017-18),2017-18,12
2713,Russell Westbrook (2017-18),2017-18,7
2714,Russell Westbrook (2017-18),2017-18,14
2715,Russell Westbrook (2017-18),2017-18,6
2716,Russell Westbrook (2017-18),2017-18,14
2607,James Harden (2016-17),2016-17,8
2600,James Harden (2016-17),2016-17,14
2601,James Harden (2016-17),2016-17,12
2602,James Harden (2016-17),2016-17,8
2603,James Harden (2016-17),2016-17,8
2604,James Harden (2016-17),2016-17,13
2605,James Harden (2016-17),2016-17,9
2606,James Harden (2016-17),2016-17,8
2616,James Harden (2016-17),2016-17,11
2608,James Harden (2016-17),2016-17,8
2609,James Harden (2016-17),2016-17,13
2610,James Harden (2016-17),2016-17,12
2611,James Harden (2016-17),2016-17,12
2612,James Harden (2016-17),2016-17,10
2613,James Harden (2016-17),2016-17,11
2614,James Harden (2016-17),2016-17,8
2615,James Harden (2016-17),2016-17,10
2598,James Harden (2016-17),2016-17,12
2599,James Harden (2016-17),2016-17,10
2589,James Harden (2016-17),2016-17,10
2597,James Harden (2016-17),2016-17,9
2596,James Harden (2016-17),2016-17,11
2618,James Harden (2016-17),2016-17,12
2578,James Harden (2016-17),2016-17,12
2580,James Harden (2016-17),2016-17,15
2581,James Harden (2016-17),2016-17,12
2582,James Harden (2016-17),2016-17,10
2583,James Harden (2016-17),2016-17,8
2584,James Harden (2016-17),2016-17,4
2585,James Harden (2016-17),2016-17,13
2586,James Harden (2016-17),2016-17,12
2587,James Harden (2016-17),2016-17,17
2588,James Harden (2016-17),2016-17,11
2590,James Harden (2016-17),2016-17,11
2591,James Harden (2016-17),2016-17,13
2592,James Harden (2016-17),2016-17,11
2593,James Harden (2016-17),2016-17,13
2594,James Harden (2016-17),2016-17,6
2595,James Harden (2016-17),2016-17,12
2617,James Harden (2016-17),2016-17,9
2579,James Harden (2016-17),2016-17,6
2619,James Harden (2016-17),2016-17,10
2640,James Harden (2016-17),2016-17,13
2642,James Harden (2016-17),2016-17,10
2643,James Harden (2016-17),2016-17,10
2644,James Harden (2016-17),2016-17,15
2645,James Harden (2016-17),2016-17,11
2646,James Harden (2016-17),2016-17,10
2647,James Harden (2016-17),2016-17,14
2648,James Harden (2016-17),2016-17,13
2649,James Harden (2016-17),2016-17,9
2650,James Harden (2016-17),2016-17,13
2651,James Harden (2016-17),2016-17,15
2652,James Harden (2016-17),2016-17,15
2653,James Harden (2016-17),2016-17,11
2654,James Harden (2016-17),2016-17,15
2655,James Harden (2016-17),2016-17,15
2656,James Harden (2016-17),2016-17,8
2658,James Harden (2016-17),2016-17,17
2620,James Harden (2016-17),2016-17,11
2641,James Harden (2016-17),2016-17,7
2657,James Harden (2016-17),2016-17,8
2639,James Harden (2016-17),2016-17,9
2629,James Harden (2016-17),2016-17,14
2638,James Harden (2016-17),2016-17,7
2621,James Harden (2016-17),2016-17,10
2623,James Harden (2016-17),2016-17,10
2624,James Harden (2016-17),2016-17,17
2625,James Harden (2016-17),2016-17,10
2626,James Harden (2016-17),2016-17,11
2627,James Harden (2016-17),2016-17,12
2628,James Harden (2016-17),2016-17,17
2622,James Harden (2016-17),2016-17,12
2630,James Harden (2016-17),2016-17,7
2637,James Harden (2016-17),2016-17,7
2632,James Harden (2016-17),2016-17,13
2633,James Harden (2016-17),2016-17,14
2634,James Harden (2016-17),2016-17,11
2635,James Harden (2016-17),2016-17,17
2636,James Harden (2016-17),2016-17,12
2631,James Harden (2016-17),2016-17,13
2525,Rajon Rondo (2015-16),2015-16,12
2526,Rajon Rondo (2015-16),2015-16,9
2527,Rajon Rondo (2015-16),2015-16,15
2528,Rajon Rondo (2015-16),2015-16,16
2529,Rajon Rondo (2015-16),2015-16,15
2530,Rajon Rondo (2015-16),2015-16,15
2531,Rajon Rondo (2015-16),2015-16,9
2535,Rajon Rondo (2015-16),2015-16,11
2532,Rajon Rondo (2015-16),2015-16,7
2533,Rajon Rondo (2015-16),2015-16,8
2534,Rajon Rondo (2015-16),2015-16,15
2536,Rajon Rondo (2015-16),2015-16,20
2537,Rajon Rondo (2015-16),2015-16,10
2538,Rajon Rondo (2015-16),2015-16,11
2523,Rajon Rondo (2015-16),2015-16,12
2539,Rajon Rondo (2015-16),2015-16,17
2524,Rajon Rondo (2015-16),2015-16,18
2513,Rajon Rondo (2015-16),2015-16,6
2522,Rajon Rondo (2015-16),2015-16,17
2521,Rajon Rondo (2015-16),2015-16,12
2541,Rajon Rondo (2015-16),2015-16,13
2506,Rajon Rondo (2015-16),2015-16,12
2507,Rajon Rondo (2015-16),2015-16,10
2508,Rajon Rondo (2015-16),2015-16,11
2509,Rajon Rondo (2015-16),2015-16,11
2510,Rajon Rondo (2015-16),2015-16,12
2511,Rajon Rondo (2015-16),2015-16,12
2512,Rajon Rondo (2015-16),2015-16,5
2514,Rajon Rondo (2015-16),2015-16,13
2515,Rajon Rondo (2015-16),2015-16,12
2516,Rajon Rondo (2015-16),2015-16,9
2517,Rajon Rondo (2015-16),2015-16,14
2518,Rajon Rondo (2015-16),2015-16,6
2519,Rajon Rondo (2015-16),2015-16,10
2520,Rajon Rondo (2015-16),2015-16,8
2540,Rajon Rondo (2015-16),2015-16,10
2542,Rajon Rondo (2015-16),2015-16,10
2569,Rajon Rondo (2015-16),2015-16,15
2560,Rajon Rondo (2015-16),2015-16,7
2562,Rajon Rondo (2015-16),2015-16,13
2563,Rajon Rondo (2015-16),2015-16,20
2565,Rajon Rondo (2015-16),2015-16,18
2566,Rajon Rondo (2015-16),2015-16,10
2567,Rajon Rondo (2015-16),2015-16,14
2568,Rajon Rondo (2015-16),2015-16,14
2570,Rajon Rondo (2015-16),2015-16,12
2571,Rajon Rondo (2015-16),2015-16,15
2572,Rajon Rondo (2015-16),2015-16,5
2573,Rajon Rondo (2015-16),2015-16,6
2574,Rajon Rondo (2015-16),2015-16,4
2575,Rajon Rondo (2015-16),2015-16,8
2576,Rajon Rondo (2015-16),2015-16,8
2577,Rajon Rondo (2015-16),2015-16,4
2543,Rajon Rondo (2015-16),2015-16,12
2561,Rajon Rondo (2015-16),2015-16,16
2564,Rajon Rondo (2015-16),2015-16,9
2559,Rajon Rondo (2015-16),2015-16,5
2551,Rajon Rondo (2015-16),2015-16,9
2544,Rajon Rondo (2015-16),2015-16,12
2545,Rajon Rondo (2015-16),2015-16,19
2546,Rajon Rondo (2015-16),2015-16,15
2547,Rajon Rondo (2015-16),2015-16,14
2548,Rajon Rondo (2015-16),2015-16,2
2558,Rajon Rondo (2015-16),2015-16,8
2550,Rajon Rondo (2015-16),2015-16,17
2549,Rajon Rondo (2015-16),2015-16,15
2552,Rajon Rondo (2015-16),2015-16,13
2553,Rajon Rondo (2015-16),2015-16,13
2554,Rajon Rondo (2015-16),2015-16,12
2555,Rajon Rondo (2015-16),2015-16,13
2556,Rajon Rondo (2015-16),2015-16,10
